scorer,,,Samarth,Samarth,Samarth,Samarth,Samarth,Samarth,Samarth,Samarth,Samarth,Samarth,Samarth,Samarth,Samarth,Samarth
labeled-data,20220319_1630_SW_00312,img06682.png,,,,,,,167.74715519272618,348.48446270911586,159.7636765582337,287.94308306421436,175.73063382721872,263.99264716073685,207.66454836518878,234.7198921675976
labeled-data,20220319_1630_SW_00312,img06837.png,65.95780260294671,221.41409444344345,119.18099349956341,198.12894842617362,114.52396429610948,265.3232269331522,159.098386672026,263.99264716073685,195.0240405272423,287.2777931780067,226.29266517900462,297.92243135732997,266.2100583514672,314.55467851252274
labeled-data,20220319_1630_SW_00312,img07286.png,268.20592801009036,80.37263856740913,256.2307100583515,120.29003173987167,230.28440449625086,84.36437788465537,205.66867870656566,124.94706094332565,182.38353268929583,180.83141138477322,182.38353268929583,212.76532592274322,190.36701132378832,248.6909797779595
labeled-data,20220319_1630_SW_00312,img07760.png,236.93730335832797,318.546417829769,270.8670875549211,308.5670695366533,258.2265797169747,341.16627396083106,307.4580312963451,343.82743350566193,350.0365840136385,379.08779747467054,,,,
labeled-data,20220319_1630_SW_00312,img07884.png,193.02817086861918,268.6496763641908,234.94143369970485,273.97199545385246,204.33809893415022,309.89764930906875,260.88773926180545,326.52989646426147,304.13158186530666,357.13323122981615,342.7183952653537,363.7861300918932,377.3134693481546,373.7654783850088
labeled-data,20220319_1630_SW_00312,img08334.png,342.053105379146,257.33974829865974,317.43737958946076,230.72815285035136,362.01180196537723,221.41409444344345,330.0778874274073,170.18677320544987,322.0944087929147,136.2569890088567,303.46629197909886,112.97184299158687,275.52411675837516,120.29003173987167
labeled-data,20220319_1630_SW_00312,img09139.png,,,,,,,149.78432826511803,289.2736628366298,161.75954621685682,251.35213932279038,164.42070576168769,221.41409444344345,169.07773496514162,190.81075967788883
labeled-data,20220319_1630_SW_00312,img09776.png,342.7183952653537,321.87286726080754,338.72665594810746,292.60011226766835,377.3134693481546,311.8935189676919,380.6399187791932,242.03808091588246,385.9622378688548,176.83967206752692,381.97049855160856,143.5751777571415,366.0035412826236,108.98010367434063
labeled-data,20220319_1630_SW_00312,img11383.png,475.77637250689554,212.10003603653553,464.4664444413645,244.69924046071327,435.1936894482253,210.1041663779124,399.268035593009,252.68271909520575,352.0324536722617,263.99264716073685,328.0820177687841,278.62902465730645,290.82578414115244,293.26540215387604
labeled-data,20220319_1630_SW_00312,img11447.png,405.2556445688783,95.67430595018641,427.8755006999405,124.28177105711791,386.6275277550625,130.26938003298733,415.9002827482017,185.48844058822715,413.2391232033709,239.3769213710516,411.90854343095543,271.97612579522934,417.23086252061717,308.5670695366533
labeled-data,20220319_1630_SW_00312,img11997.png,431.86724001718676,204.78184728825073,389.28868729989335,236.05047194001304,383.96636821023174,186.1537304744349,349.3712941274308,209.43887649170466,308.7886110687606,215.42648546757408,279.5158560756214,230.72815285035136,251.57368085489756,251.35213932279038
labeled-data,20220319_1630_SW_00312,img13357.png,327.4167278825764,289.2736628366298,324.75556833774556,229.397573077936,371.3258603722852,253.3480089814135,,,,,,,,
labeled-data,20220319_1630_SW_00312,img14255.png,244.9207819928205,252.68271909520575,284.838175165283,211.43474615032784,290.82578414115244,258.00503818486743,324.75556833774556,234.05460228138992,352.69774355846937,244.69924046071327,381.30520866540087,238.7116314848439,412.57383331716323,218.0876450124049
labeled-data,20220319_1630_SW_00312,img15922.png,325.42085822395325,24.488288125961503,367.33412105503896,65.07097118463179,316.1067998170454,89.68669697431704,336.0654964032766,133.59582946402583,325.42085822395325,173.51322263648842,314.7762200446299,206.11242706066616,302.1357122066835,230.06286296414368
labeled-data,20220319_1630_SW_00312,img16976.png,189.70172143758063,437.6333074609489,231.6149842686663,391.06301542640927,247.58194153765132,422.33164007817163,299.4745526618526,392.3935951988247,334.7349166308612,367.7778694091395,356.0241929895079,340.5009840746234,387.958107527478,316.55054817114586
labeled-data,20220319_1630_SW_00312,img19125.png,,,,,,,,,,,,,,
labeled-data,20220319_1630_SW_00312,img19741.png,228.28853483762774,270.6455460228139,265.5447684652595,246.6951101193364,252.2389707411053,294.5959819262914,313.4456402722145,283.9513437469681,342.7183952653537,299.25301112974546,,,,
labeled-data,20220319_1630_SW_00312,img21428.png,302.1357122066835,168.19090354682675,326.08614811016093,202.7859776296276,278.1852763032059,200.12481808479674,300.8051324342681,249.35626966416726,313.4456402722145,289.9389527228375,322.7596986791224,322.5381571470152,350.0365840136385,351.1456222539467
labeled-data,20220319_1630_SW_00312,img22328.png,399.9333254792167,236.71576182622078,364.6729615102081,254.67858875382893,351.3671637860539,202.7859776296276,313.4456402722145,232.72402250897449,279.5158560756214,224.740543874482,244.9207819928205,227.4017034193128,208.99512813760415,244.69924046071327
labeled-data,20220319_1630_SW_00312,img22680.png,443.8424579689255,328.52576612288465,439.85071865167924,371.76960872638574,415.9002827482017,325.8646065780538,374.65230980332376,373.7654783850088,,,,,,
labeled-data,20220319_1630_SW_00312,img22730.png,412.57383331716323,371.104318840178,397.27216593438584,335.1786649849617,447.16890739996404,331.8522155539232,429.8713703585636,278.62902465730645,,,,,,
labeled-data,20220319_1630_SW_00312,img23716.png,206.33396859277335,232.0587326227668,242.25962244798964,191.4760495640965,256.8959999445592,238.7116314848439,278.1852763032059,220.083514671028,310.11919084117596,234.7198921675976,338.72665594810746,258.00503818486743,347.37542446880764,292.60011226766835
labeled-data,20220319_1630_SW_00312,img25624.png,208.32983825139647,204.78184728825073,243.59020222040508,173.51322263648842,256.8959999445592,226.07112364689743,284.838175165283,222.07938432965113,306.7927414101374,251.35213932279038,315.4415099308376,273.30670556764477,327.4167278825764,301.9141706745762
labeled-data,20220319_1630_SW_0036,img00229.png,397.087951880246,314.54994394109275,392.20082724765916,356.90502409017915,360.4345171358444,323.5096724341687,345.77314323808366,355.27598254598354,309.11970849368197,347.13077482500535,257.8048998515196,347.13077482500535,227.66763128390045,331.6548801551469
labeled-data,20220319_1630_SW_0036,img01183.png,278.9824399260628,182.59757886124675,311.56327080997545,207.03320202418115,268.39366988879124,220.0655343777462,307.49066694948635,256.7189691221479,322.9665616193448,306.4047362201146,,,,
labeled-data,20220319_1630_SW_0036,img01949.png,,,,,,,176.3528226417381,346.31625405290754,173.90926032544468,281.15459228508234,,,,
labeled-data,20220319_1630_SW_0036,img02285.png,196.71584194418347,241.24307445228942,236.62735977697645,245.31567831277846,204.86104966516166,281.15459228508234,269.20819066088904,286.04171691766925,321.3375200751492,309.66281930850585,,,,
labeled-data,20220319_1630_SW_0036,img02878.png,186.94159267900972,263.2351352989304,217.8933820187267,217.62197206145277,243.14352595375897,254.27540680585446,265.95010757249776,219.25101360564838,,,,,,
labeled-data,20220319_1630_SW_0036,img03391.png,274.09531529347595,142.68606102845376,309.11970849368197,184.22662040544236,264.32106602830214,200.51703584739863,296.90189691221474,226.5817005545287,274.09531529347595,259.16253143844136,280.61148147025847,297.4450077270386,317.26491621466016,322.6951516620709
labeled-data,20220319_1630_SW_0036,img05031.png,,,,,,,,,,,,,,
labeled-data,20220319_1630_SW_0036,img05614.png,,,,,,,,,,,,,,
labeled-data,20220319_1630_SW_0036,img06140.png,274.24315908662004,256.55845013638935,232.24552660021607,235.97137538815213,280.0075400161265,198.91464084132508,247.89170340887637,181.6214980528058,,,,,,
labeled-data,20220319_1630_SW_0036,img07022.png,513.5644222902336,351.20337868549444,452.47536438289745,338.9855671040272,468.7657798248537,313.73542316899494,414.19288809430014,296.6304869549408,384.05561952668097,267.3077391594195,,,,
labeled-data,20220319_1630_SW_0036,img09346.png,478.54002909002753,278.7110299687889,475.2819460016363,313.73542316899494,442.70111511772365,289.2998000060605,413.37836732220234,329.21131783885346,349.84574709857276,351.20337868549444,318.07943698675797,370.751877215842,292.0147722796279,392.74393806248304
labeled-data,20220319_1630_SW_0036,img09526.png,,,,,,,,,,,,,,
labeled-data,20220319_1630_SW_0036,img12440.png,274.24315908662004,285.38035478392146,284.9484379557034,227.7365454888572,322.8286554924599,275.4985589047676,329.4165194118958,235.1478923982226,351.650560139992,230.20699445864568,397.76560757604346,212.9138516701264,433.17537614301153,215.3843006399149
labeled-data,20220319_1630_SW_0036,img13676.png,252.91777521893272,282.78363382927796,266.76462834459556,237.98499136389813,304.23258386109507,270.56582224781073,325.4101239356383,237.98499136389813,356.3619132753553,232.28334595921342,393.01534801975697,212.73484742886586,444.33015666191926,207.84772279627902
labeled-data,20220319_1630_SW_0036,img13823.png,265.13558680039995,287.67075846186486,274.90983606557376,231.4688251871156,308.30518772158416,267.3077391594195,325.4101239356383,237.17047059180032,360.4345171358444,228.21074209872438,389.7572649313657,211.92032665676805,425.59617890366957,214.36388897306153
labeled-data,20220319_1630_SW_0036,img15166.png,270.02271143298685,87.29864852580238,248.84517135844368,129.65372867488873,218.7079027908245,106.84714705614994,206.49009120935727,155.7183933820188,186.94159267900972,202.1460773915943,,,,
labeled-data,20220319_1630_SW_0036,img16054.png,249.6596921305415,200.51703584739863,233.36927668858516,221.69457592194186,213.8207781582376,184.22662040544236,171.4656980091512,215.99293051725715,135.62678403684734,247.75924062907194,136.44130480894515,284.4126753734736,147.84459561831454,322.6951516620709
labeled-data,20220319_1630_SW_0036,img17914.png,,,,,,,,,,,,,,
labeled-data,20220319_1630_SW_0036,img17918.png,110.37664010181507,259.16253143844136,121.77993091118447,217.62197206145277,144.5865125299233,249.38828217326756,183.68350959061843,206.21868125208334,225.22406896760702,220.0655343777462,,,,
labeled-data,20220319_1630_SW_0036,img19890.png,165.76405260446649,287.67075846186486,206.49009120935727,308.84829853640804,177.1673434138359,332.4694009272447,203.232008120966,349.57433714129877,230.11119360019393,369.9373564437442,256.9903790794218,385.41325111360266,,
labeled-data,20220319_1630_SW_0036,img20504.png,353.9183509590618,321.8806308899731,364.5071209963334,295.0014454107452,396.2734311081482,317.80802702948404,404.41863882912634,262.4206145268326,414.19288809430014,213.54936820096367,415.82192963849576,176.89593345656203,404.41863882912634,141.87154025635596
labeled-data,20220319_1630_SW_0036,img20602.png,223.5950274234114,176.08141268446423,251.2887336747371,192.3718281264205,211.37721584194418,208.66224356837682,265.13558680039995,247.75924062907194,321.3375200751492,272.1948637920064,366.136162540529,268.1222599315173,411.7493257780067,251.01732371746317
labeled-data,20220319_1630_SW_0036,img20942.png,400.3460349686373,224.9526590103331,363.6926002242356,229.0252628708222,383.24109875458316,194.0008696706161,332.7408108845186,184.22662040544236,278.9824399260628,164.6781218750948,243.14352595375897,171.19428805187732,,
labeled-data,20220319_1630_SW_0036,img21438.png,180.4254265022272,359.3485864064726,147.03007484621673,353.6469410017879,180.4254265022272,317.80802702948404,132.36870094845608,275.45294688039763,147.03007484621673,224.9526590103331,156.80432411139054,185.85566194963798,,
labeled-data,20220319_1630_SW_0036,img22844.png,226.03858973970483,377.2680433926245,190.19967576740095,360.1631071785704,225.22406896760702,339.800087876125,184.49803036271624,301.5176115875277,,,,,,
labeled-data,20220319_1630_SW_0036,img22900.png,207.30461198145508,374.00996030423323,198.34488348837908,330.02583861095127,227.66763128390045,347.13077482500535,222.78050665131354,285.22719614557144,244.77256749795458,234.72690827550684,250.4742129026393,193.1863488985183,250.4742129026393,155.7183933820188
labeled-data,20220319_1630_SW_0036,img24180.png,209.7481742977485,407.4053119602437,226.85311051180264,388.6713342019939,240.6999636374655,416.36504045331964,297.7164176843126,377.2680433926245,342.51506014969243,343.0581709645163,,,,
labeled-data,20220319_1630_SW_0036,img24398.png,,,,,,,,,,,,,,
labeled-data,20220319_1630_SW_0036,img25016.png,,,,,,,309.11970849368197,339.800087876125,352.2893094148662,313.73542316899494,379.1684948940941,284.4126753734736,407.6767219175177,249.38828217326756
labeled-data,20220319_1630_SW_0036,img25790.png,218.7079027908245,385.41325111360266,182.0544680464228,382.1551680252114,210.5626950698463,343.8726917366141,186.94159267900972,300.7030908154299,206.49009120935727,255.90444835005007,213.8207781582376,221.69457592194186,,
labeled-data,20220319_1630_SW_0036,img26206.png,368.5797248568225,374.00996030423323,344.95862246598585,351.20337868549444,390.5717857034635,341.4291294203207,367.7652040847247,290.92884155025615,,,,,,
labeled-data,20220319_1630_SW_0036,img28571.png,384.8701402987788,125.58112481439969,373.4668494894094,159.7909972425079,341.70053937759457,139.42797794006253,340.07149783339895,183.41209963334455,325.4101239356383,211.92032665676805,315.6358746704645,251.83184448956098,282.2405230144541,285.22719614557144
labeled-data,20220319_1630_SW_0036,img35270.png,246.4016090421502,71.00823308384605,232.55475591648735,109.29070937244336,205.67557043725947,80.78248234901986,192.64323808369443,136.9844156237691,159.24788642768397,187.4847034938336,142.95747098572767,221.69457592194186,125.85253477167356,249.38828217326756
labeled-data,20220319_1630_SW_0036,img41892.png,233.36927668858516,229.0252628708222,262.6920244841065,261.6060937547348,214.6352989303354,259.16253143844136,250.4742129026393,297.4450077270386,277.3533983818672,337.35652555983154,286.3131268749432,374.00996030423323,311.56327080997545,412.29243659283054
labeled-data,20220319_1630_SW_0036,img51109.png,219.5224235629223,285.22719614557144,248.0306505863458,265.6786976152239,242.32900518166116,304.775694675919,296.90189691221474,289.2998000060605,333.55533165661643,318.62254780158185,366.136162540529,326.76775552256,398.7169934244417,325.13871397836436
labeled-data,20220319_1630_SW_0036,img58353.png,216.26434047453102,426.1392897184934,241.5144844095633,396.00202115087427,241.5144844095633,435.0990182115694,290.3857307354322,389.48585497409175,316.4503954425623,347.94529559710315,315.6358746704645,300.7030908154299,307.49066694948635,256.7189691221479
labeled-data,20220319_1630_SW_0036,img59551.png,272.4662737492803,167.93620496348603,329.4827277961274,169.5652465076817,298.5309384564104,208.66224356837682,343.32958092179024,209.47676434047463,367.7652040847247,229.83978364292,399.5315141965395,248.57376140116975,410.1202842338111,284.4126753734736
labeled-data,20220319_1630_SW_0036,img65953.png,186.94159267900972,446.5023090209388,194.27227962789004,406.5907911881459,225.22406896760702,432.65545589527596,231.74023514438954,363.4211902669617,251.2887336747371,311.29186085270146,,,,
labeled-data,20220319_1630_SW_0036,img70935.png,,,,,,,163.32049028817306,356.09050331808135,151.91719947880364,300.7030908154299,,,,
labeled-data,20220319_1630_SW_0036,img71611.png,377.53945334989845,163.0490803308992,430.4833035362564,182.59757886124675,381.61205721038755,208.66224356837682,,,,,,,,
labeled-data,20220319_1630_SW_0036,img73578.png,331.111769340323,208.66224356837682,379.98301566619193,182.59757886124675,366.136162540529,240.4285536801916,,,,,,,,
labeled-data,20220319_1630_SW_0036,img79552.png,,,,,,,,,,,,,,
labeled-data,20220319_1630_SW_0036,img80168.png,287.9421684191388,280.34007151298454,322.152040847247,262.4206145268326,305.86162540529074,303.1466531317234,374.2813702615072,296.6304869549408,,,,,,
labeled-data,20220319_1630_SW_0036,img88295.png,350.66026787067057,321.06611011787527,332.7408108845186,357.71954486227696,297.71641768431255,327.5822762946578,281.4260022423563,362.6066694948638,254.54681676312833,376.4535226205267,,,,
labeled-data,20220319_1630_SW_0036,img89726.png,327.8536862519317,163.0490803308992,290.3857307354322,167.93620496348603,314.8213538983667,132.91181176328,256.175858307324,124.76660404230188,219.5224235629223,96.25837701887832,,,,
labeled-data,20220319_1630_SW_0037,img00174.png,417.4509711826914,254.27540680585446,420.7090542710827,293.3724038665496,386.49918184297445,265.6786976152239,371.83780794521374,309.66281930850585,326.2246447077361,337.35652555983154,,,,
labeled-data,20220319_1630_SW_0037,img01326.png,180.4254265022272,454.64751674191695,182.0544680464228,405.7762704160481,229.29667282809606,436.728059755765,217.8933820187267,360.9776279506682,251.2887336747371,308.84829853640804,288.7566891912366,289.2998000060605,331.9262901124208,279.5255507408867
labeled-data,20220319_1630_SW_0037,img01939.png,175.5383018696403,308.84829853640804,213.0062573861398,308.03377776431023,178.79638495803152,343.8726917366141,241.5144844095633,360.1631071785704,307.49066694948635,366.67927335535296,341.70053937759457,355.27598254598354,377.53945334989845,343.8726917366141
labeled-data,20220319_1630_SW_0037,img02867.png,326.2246447077361,154.903872609921,299.3454592285082,137.79893639586692,328.6682070240295,106.84714705614994,282.2405230144541,97.88741856307394,246.4016090421502,75.89535771643295,204.86104966516166,73.45179540013953,169.02213569285777,88.11316929790019
labeled-data,20220319_1630_SW_0037,img04639.png,177.1673434138359,88.927690069998,230.11119360019393,84.8550862095089,210.5626950698463,119.87947940971497,253.73229599103053,129.65372867488873,,,,,,
labeled-data,20220319_1630_SW_0037,img04786.png,202.41748734886818,95.44385624678051,253.73229599103053,114.17783400503026,223.5950274234114,134.54085330747563,259.43394139571524,150.83126874943196,,,,,,
labeled-data,20220319_1630_SW_0037,img05524.png,413.37836732220234,299.0740492712343,418.2654919547892,329.21131783885346,373.4668494894094,319.43706857367965,369.3942456289203,361.792148722766,324.5956031635405,394.37297960667865,,,,
labeled-data,20220319_1630_SW_0037,img07621.png,218.7079027908245,327.5822762946578,270.83723220508466,297.4450077270386,276.5388776097694,338.1710463319294,311.56327080997545,321.06611011787527,344.95862246598585,318.62254780158185,384.05561952668097,316.99350625738623,404.41863882912634,290.9288415502561
labeled-data,20220319_1630_SW_0037,img09208.png,224.40954819550922,274.6384261082998,281.4260022423563,273.823905336202,246.4016090421502,299.8885700433321,292.0147722796279,318.62254780158185,335.18437320081205,342.2436501924185,376.72493257780064,341.4291294203207,402.7895972849307,309.66281930850585
labeled-data,20220319_1630_SW_0037,img09354.png,235.81283900487858,280.34007151298454,290.3857307354322,280.34007151298454,251.2887336747371,303.1466531317234,292.0147722796279,321.06611011787527,331.9262901124208,340.6146086482228,375.095891033605,350.38885791339663,403.60411805702853,315.3644647131906
labeled-data,20220319_1630_SW_0037,img09985.png,470.39482136904945,210.29128511257244,,,,,440.2575528014302,266.4932183873217,393.01534801975697,312.92090239689713,378.35397412199626,334.0984424714403,356.3619132753553,369.1228356716464
labeled-data,20220319_1630_SW_0037,img10529.png,151.10267870670583,134.54085330747563,195.90132117208566,157.34743492621448,157.61884488348835,183.41209963334455,182.86898881852062,213.54936820096367,203.232008120966,268.1222599315173,,,,
labeled-data,20220319_1630_SW_0037,img11840.png,114.44924396230414,190.74278658222488,154.36076179509706,148.38770643313848,154.36076179509706,192.3718281264205,198.34488348837908,172.82332959607294,,,,,,
labeled-data,20220319_1630_SW_0037,img12327.png,138.8848671252386,136.9844156237691,,,,,,,,,,,,
labeled-data,20220319_1630_SW_0037,img13707.png,130.73965940426044,478.2686191327536,138.0703463531408,410.6633950486349,182.86898881852062,426.1392897184934,181.239947274325,363.4211902669617,,,,,,
labeled-data,20220319_1630_SW_0037,img13855.png,181.239947274325,455.46203751401475,,,,,265.95010757249776,394.37297960667865,321.3375200751492,375.63900184842885,373.4668494894094,347.13077482500535,406.86220114541976,321.8806308899731
labeled-data,20220319_1630_SW_0037,img14613.png,52.545665282870175,256.7189691221479,91.64266234356532,220.0655343777462,100.60239083664129,264.864176843126,142.95747098572767,213.54936820096367,186.12707190691185,190.74278658222482,220.33694433502012,163.0490803308992,262.6920244841065,136.9844156237691
labeled-data,20220319_1630_SW_0037,img14994.png,359.6199963637465,70.19371231174824,393.8298687918548,87.29864852580238,350.66026787067057,108.47618860034555,403.60411805702853,136.16989485167124,421.52357504318053,183.41209963334455,,,,
labeled-data,20220319_1630_SW_0037,img15284.png,342.51506014969243,104.40358473985646,306.67614617738855,128.0246871306931,305.86162540529074,89.7422108420958,249.6596921305415,110.10523014454117,198.34488348837908,128.83920790279092,,,,
labeled-data,20220319_1630_SW_0037,img15982.png,,,,,,,,,,,,,,
labeled-data,20220319_1630_SW_0037,img16120.png,375.095891033605,100.33098087936742,374.2813702615072,132.0972909911822,347.4021847822793,110.10523014454117,321.3375200751492,154.0893518378232,271.65175297718247,179.33949577285546,,,,
labeled-data,20220319_1630_SW_0037,img17019.png,489.12879912729915,343.8726917366141,431.2978243083542,347.13077482500535,444.33015666191926,301.5176115875277,394.6443895639526,318.62254780158185,351.4747886427684,320.25158934577746,,,,
labeled-data,20220319_1630_SW_0037,img18066.png,393.01534801975697,101.96002242356303,428.039741219963,124.76660404230188,384.87014029877884,144.31510257264944,428.039741219963,181.78305808914888,422.33809581527834,230.6543044150178,405.23315960122414,268.1222599315173,388.12822338717007,303.9611739038212
labeled-data,20220319_1630_SW_0037,img19765.png,229.29667282809606,226.5817005545287,283.0550437865519,223.32361746613748,259.43394139571524,261.6060937547348,301.78902154480164,264.0496560710282,,,,,,
labeled-data,20220319_1630_SW_0037,img20187.png,252.1032544468349,259.16253143844136,288.7566891912366,219.25101360564838,306.67614617738855,259.97705221053917,,,336.8134147450077,236.35594981970252,357.1764340474531,205.40416047998553,384.05561952668097,180.15401654495327
labeled-data,20220319_1630_SW_0037,img22066.png,98.97334929244565,270.56582224781073,,,,,150.28815793460802,197.2589527590074,,,,,,
labeled-data,20220319_1630_SW_0037,img22132.png,243.14352595375897,458.72012060240604,231.74023514438954,410.6633950486349,267.57914911669343,413.92147813702616,252.1032544468349,369.9373564437442,240.6999636374655,319.43706857367965,217.8933820187267,284.4126753734736,209.7481742977485,238.79951213599594
labeled-data,20220319_1630_SW_0037,img23187.png,,,,,,,,,,,,,,
labeled-data,20220319_1630_SW_0037,img24922.png,271.65175297718247,331.6548801551469,311.56327080997545,280.34007151298454,326.2246447077361,333.2839216993425,349.03122632647495,304.775694675919,379.1684948940941,299.8885700433321,412.56384655010453,305.5902154480168,441.88659434562584,328.39679706675565
labeled-data,20220319_1630_SW_0037,img25310.png,265.13558680039995,230.6543044150178,322.9665616193448,208.66224356837682,300.159980000606,241.24307445228942,335.9988939729099,255.08992757795227,362.8780794521378,301.5176115875277,,,,
labeled-data,20220319_1630_SW_0037,img26418.png,,,,,,,,,,,,,,
labeled-data,20220319_1630_SW_0037,img27317.png,221.96598587921574,283.59815460137577,182.0544680464228,263.2351352989304,232.55475591648735,254.27540680585446,204.86104966516166,212.73484742886586,217.07886124662883,173.63785036817075,222.78050665131354,136.16989485167124,251.2887336747371,88.927690069998
labeled-data,20220319_1630_SW_0037,img31915.png,240.6999636374655,326.76775552256,278.9824399260628,289.2998000060605,282.2405230144541,353.6469410017879,,,330.2972485682252,340.6146086482228,356.3619132753553,360.1631071785704,390.5717857034635,383.78420956940704
labeled-data,20220319_1630_SW_0037,img33696.png,230.11119360019393,287.67075846186486,288.7566891912366,297.4450077270386,246.4016090421502,332.4694009272447,,,,,,,,
labeled-data,20220319_1630_SW_0037,img39958.png,278.167919153965,166.30716341929042,,,279.79696069816066,220.88005514984405,300.97450077270383,235.5414290476047,297.71641768431255,257.5334898942457,300.97450077270383,297.4450077270386,302.60354231689945,339.800087876125
labeled-data,20220319_1630_SW_0037,img44816.png,208.1191327535529,158.16195569831228,247.216129814248,151.64578952152976,221.15146510711793,191.5573073543227,272.4662737492803,189.92826581012707,315.6358746704645,202.9605981636921,356.3619132753553,191.5573073543227,401.9750765128329,199.70251507530082
labeled-data,20220319_1630_SW_0037,img48774.png,434.55590739674557,370.751877215842,399.5315141965395,374.00996030423323,432.11234508045214,338.1710463319294,384.8701402987788,316.99350625738623,341.70053937759457,280.34007151298454,298.5309384564104,264.0496560710282,252.91777521893272,254.27540680585446
labeled-data,20220319_1630_SW_0037,img52331.png,132.36870094845608,172.82332959607294,163.32049028817306,200.51703584739863,114.44924396230414,207.84772279627902,151.10267870670583,251.01732371746317,180.4254265022272,308.03377776431023,205.67557043725947,342.2436501924185,221.96598587921574,362.6066694948638
labeled-data,20220319_1630_SW_0037,img54951.png,222.78050665131354,233.9123875034091,270.83723220508466,233.09786673131123,248.0306505863458,277.08198842459325,282.2405230144541,270.56582224781073,305.86162540529074,287.67075846186486,335.18437320081205,299.0740492712343,366.136162540529,321.8806308899731
labeled-data,20220319_1630_SW_0037,img56024.png,290.3857307354322,74.26631617223734,321.3375200751492,99.51646010726961,276.5388776097694,101.96002242356303,306.67614617738855,154.903872609921,325.4101239356383,227.39622132662657,,,,
labeled-data,20220319_1630_SW_0037,img56132.png,403.60411805702853,286.85623768976706,348.2167055543771,273.00938456410415,379.98301566619193,246.94471985697413,329.4827277961274,211.10580588467025,292.0147722796279,168.75072573558384,,,,
labeled-data,20220319_1630_SW_0037,img66757.png,263.50654525620433,363.4211902669617,281.4260022423563,321.06611011787527,289.5712099633344,371.5663979879398,340.88601860549676,321.06611011787527,390.5717857034635,296.6304869549408,,,,
labeled-data,20220319_1630_SW_0037,img72509.png,257.8048998515196,349.57433714129877,,,,,315.6358746704645,306.4047362201146,344.14410169388805,299.0740492712343,388.9427441592679,299.8885700433321,428.039741219963,284.4126753734736
labeled-data,20220319_1630_SW_0037,img73887.png,429.6687827641586,128.0246871306931,433.74138662464776,181.78305808914888,397.9024726523439,167.93620496348603,377.53945334989845,194.81539044271398,346.58766401018147,211.92032665676805,315.6358746704645,242.05759522438723,292.8292930517257,276.26746765249544
labeled-data,20220319_1630_SW_0037,img85273.png,226.03858973970483,262.4206145268326,271.65175297718247,286.04171691766925,234.99831823278078,295.815966182843,261.8775037120087,328.39679706675565,,,,,,
labeled-data,20220319_1630_SW_0038,img04042.png,205.07058793254294,247.50013724716496,235.53945855993402,226.0895795089982,251.18563536859432,270.5576609651907,281.65450599598546,259.8523820961073,317.06427456295347,268.9106949853317,350.82707715006256,277.96900787455604,383.76639674724214,300.2030486026523
labeled-data,20220319_1630_SW_0038,img04653.png,182.83654720444673,298.55608262279327,207.54103690233143,272.20462694504965,227.30462866063914,305.9674295321587,270.9492271269021,277.96900787455604,303.06506373415215,263.14631405582526,336.82786632126124,246.67665425723544,382.9429137573126,251.61755219681243
labeled-data,20220319_1630_SW_0038,img05447.png,172.13126833536336,250.7940692068829,223.18721371099173,247.50013724716496,199.30620700303655,268.0872119954022,247.89170340887637,288.6742867436394,285.77192094563287,301.8500145825112,318.71124054281245,296.90911664293435,363.1793219990049,296.90911664293435
labeled-data,20220319_1630_SW_0038,img08446.png,454.58593388117816,285.38035478392146,410.9413354149153,303.49698056237025,424.9405462437166,251.61755219681243,352.47404312992154,258.20541611624833,308.8294446636586,240.91227332772905,,,,
labeled-data,20220319_1630_SW_0038,img09063.png,382.9429137573126,5.396138207895092,394.47167561632546,72.0982603921837,344.23921323062666,48.217253684228524,342.5922472507677,106.68454596922226,333.5339343615433,155.27004237506213,328.59303642196636,193.15025991181864,325.2991044622484,231.85396043850466
labeled-data,20220319_1630_SW_0038,img09450.png,201.77665597282498,411.3732522431333,187.77744514402366,368.5521367667999,211.65845185197884,380.0808986258127,217.42283278148528,316.67270840124206,235.53945855993402,263.9697970457547,246.2447374290174,224.44261352913924,264.3613632074662,184.0919470225943
labeled-data,20220319_1630_SW_0038,img10384.png,256.95001629810076,228.5600284787867,300.5946147643637,246.67665425723544,259.42046526788926,261.4993480759663,298.94764878450474,296.08563365300483,336.82786632126124,353.72944294806905,,,,
labeled-data,20220319_1630_SW_0038,img10535.png,45.31488788622201,254.91148415653038,89.78296934241445,225.26609651906875,88.95948635248496,265.6167630256137,163.07295544613896,258.20541611624833,213.30541783183781,256.55845013638935,261.8909142376777,241.7357563176585,,
labeled-data,20220319_1630_SW_0038,img11498.png,165.54340441592745,447.60650380003085,194.36530906345956,401.49145636397947,233.89249258007504,441.84212287052446,266.8318121772546,408.07932028341537,304.7120297140111,396.55055842440254,,,,
labeled-data,20220319_1630_SW_0038,img11538.png,150.72071059719667,250.7940692068829,200.95317298289547,259.0288991061778,179.54261524472878,290.3212527234984,217.42283278148528,319.1431573710305,254.47956732831227,360.31730686750495,,,,
labeled-data,20220319_1630_SW_0038,img12850.png,176.24868328501083,450.9004357597488,199.3062070030365,406.4323543035564,232.24552660021607,444.3125718403129,270.12574413697257,402.3149393539089,324.4756214723189,372.66955171644736,360.7088730292164,348.7885450084922,404.35347149547937,318.31967438110104
